epoch,acc,loss,val_acc,val_loss
0,0.78,0.493783603162,0.88,0.334316228442
1,0.77375,0.486437530816,0.87,0.316382040158
2,0.80625,0.459260102883,0.87,0.342881656326
3,0.81875,0.450397681296,0.865,0.350821862631
4,0.7975,0.472778006345,0.85,0.352614617757
5,0.78875,0.500981505141,0.885,0.33264206918
6,0.8,0.474459904954,0.865,0.338298286698
7,0.8175,0.454920884967,0.8675,0.328933478687
0,0.845,0.413040638119,0.8825,0.326681854799
1,0.846875,0.398224292323,0.89875,0.306054238081
2,0.855625,0.384005958959,0.90875,0.280892476588
3,0.84875,0.368869657144,0.90875,0.281978286654
4,0.854375,0.374186521173,0.9,0.300003102198
5,0.87875,0.345611058474,0.91875,0.258632357158
6,0.8525,0.366539313346,0.93375,0.239599831142
7,0.848125,0.362472405061,0.91375,0.245384116955
8,0.858125,0.357541956082,0.9075,0.25227230534
9,0.868125,0.340460703634,0.9175,0.23557051409
10,0.866875,0.34838569764,0.91125,0.245982179753
11,0.87625,0.310952764116,0.92375,0.227019681148
12,0.858125,0.337272711359,0.9175,0.224570011832
13,0.8925,0.284885255918,0.9075,0.245405879878
14,0.87,0.330041607842,0.9175,0.22321008645
15,0.858125,0.32415554069,0.9275,0.213544114828
16,0.874375,0.301784497201,0.9,0.25151695244
17,0.874375,0.318399046846,0.9325,0.202387527507
18,0.8675,0.312900114991,0.93375,0.198889675587
19,0.87625,0.314680282287,0.92375,0.200364678279
20,0.893125,0.276351656839,0.92875,0.189303016216
21,0.88625,0.296683006845,0.92375,0.210963421986
22,0.884375,0.289826180004,0.93125,0.186789615415
23,0.893125,0.283324896172,0.93875,0.182795875128
24,0.9,0.273807211649,0.91625,0.219550579768
25,0.886875,0.270509934295,0.925,0.193953843117
26,0.899375,0.263218071032,0.93125,0.192887626812
27,0.890625,0.280823620372,0.9325,0.187152890451
28,0.890625,0.267988026589,0.94125,0.169632823262
29,0.88875,0.272582259774,0.92375,0.196607913319
