epoch,acc,loss,val_acc,val_loss
0,0.884375,0.285559037868,0.91625,0.222031426877
1,0.88875,0.29333217008,0.94125,0.177321873084
2,0.889375,0.271497705318,0.93125,0.182191338651
3,0.900625,0.261054969374,0.94125,0.166612825496
4,0.89125,0.271356053501,0.93625,0.173984820722
5,0.903125,0.250337369107,0.92875,0.185036741165
6,0.903125,0.266838331223,0.9225,0.195472562276
7,0.905,0.253585674185,0.9275,0.192577450778
8,0.88875,0.276499408428,0.94875,0.164901937395
9,0.9,0.260423220079,0.93875,0.163633968439
10,0.90625,0.244121320378,0.95375,0.148345506433
11,0.895,0.263500972111,0.93625,0.17334947316
12,0.9025,0.264523439687,0.94,0.164353459943
13,0.904375,0.25877048282,0.94125,0.161055435278
14,0.888125,0.279882649332,0.91375,0.204241909515
15,0.9,0.252690517846,0.9225,0.189474078771
16,0.90125,0.254611255396,0.93125,0.181350983605
17,0.899375,0.248879795801,0.94125,0.169001939455
18,0.9025,0.249175062422,0.92125,0.201527163759
19,0.89625,0.25141046796,0.94125,0.162184768943
20,0.8975,0.267011104915,0.9275,0.1769178156
21,0.906875,0.248580766562,0.94875,0.144811300654
22,0.92125,0.216002946477,0.935,0.171747272955
23,0.903125,0.259506554566,0.94625,0.159598770896
24,0.8975,0.258312102407,0.94875,0.147305933731
25,0.9075,0.246274451204,0.94875,0.156994546466
26,0.91125,0.246321172323,0.9275,0.19908720877
27,0.91625,0.228832264412,0.93,0.178493181337
28,0.909375,0.22838649042,0.945,0.150866216403
29,0.8975,0.264375115931,0.94875,0.161079896912
30,0.910625,0.236519381423,0.94125,0.155275327191
31,0.89875,0.262324215546,0.94,0.178454704741
32,0.913125,0.224578438681,0.92125,0.200063418886
33,0.93875,0.188891124353,0.93375,0.159214261128
34,0.90625,0.233747029509,0.94,0.166918027522
35,0.91,0.247970402883,0.935,0.16024314221
36,0.898125,0.253573067803,0.93625,0.166537253647
37,0.90375,0.233179897126,0.95125,0.13700835241
38,0.90875,0.22892859186,0.94,0.168350074589
39,0.91375,0.23259578988,0.93625,0.162967114095
40,0.898125,0.275080383867,0.95,0.146528851031
41,0.92,0.22527424762,0.935,0.170522381784
42,0.91625,0.219869565256,0.935,0.165538927335
43,0.90625,0.247500874819,0.9425,0.158636117522
44,0.915,0.216286601489,0.9375,0.161402256899
45,0.909375,0.238975432478,0.935,0.17011631764
46,0.903125,0.234562878078,0.94875,0.155569552802
47,0.92,0.2146182625,0.94,0.150047833221
48,0.90625,0.243242634526,0.9425,0.152425826062
49,0.928125,0.209169634115,0.965,0.119373737834
50,0.911875,0.227277748547,0.945,0.156656011073
51,0.92125,0.198268568199,0.94125,0.146200833088
52,0.904375,0.230937483069,0.93875,0.173782037795
53,0.924375,0.207436565319,0.945,0.150663853707
54,0.91875,0.219195147892,0.935,0.14547892943
55,0.9225,0.222512888815,0.945,0.151668693372
56,0.911875,0.223047464201,0.94125,0.16254137313
57,0.93,0.195982254893,0.96,0.12166082833
58,0.924375,0.20126815673,0.93625,0.15330029591
59,0.920625,0.237912925109,0.96,0.119970016954
60,0.926875,0.207470956482,0.9375,0.159686098662
61,0.926875,0.202163783433,0.94,0.150393853942
62,0.926875,0.211585855698,0.95625,0.135966625568
63,0.911875,0.242689208575,0.9625,0.122362839356
64,0.923125,0.208110992759,0.95,0.149697707104
65,0.92625,0.203690607855,0.955,0.123438083455
66,0.915,0.243962387061,0.95625,0.126472746631
67,0.934375,0.187841471275,0.955,0.133481609304
68,0.915,0.23598754243,0.95375,0.121210796675
69,0.930625,0.201076550912,0.94875,0.148455309486
70,0.935625,0.197614121931,0.95,0.148201252813
71,0.93,0.198037141198,0.9475,0.153712474895
72,0.933125,0.199782949975,0.96,0.114547815942
73,0.920625,0.222792202653,0.9575,0.133199920263
74,0.92625,0.189865570739,0.95625,0.11063505007
75,0.93625,0.203225189857,0.94375,0.158523579165
76,0.92125,0.22397789211,0.9475,0.137865282428
77,0.920625,0.209279701402,0.9475,0.140600827038
78,0.925,0.207556696562,0.9475,0.143525030045
79,0.918125,0.218223278122,0.96,0.118822001801
